tweet_id,tweet,sentiment,hashtags,subjectivity,polarity
1187,among things miss sxsw google aclu dance pay,2,sxsw,0.0,0.0
1688,ipad sxsw popup mention apple store sxsw link,1,ipad sxsw popup,0.0,0.0
2709,ready take tech geekdom whole new level sxsw need twitter google hi top link,2,sxsw,0.4636363636363636,0.2590909090909091
1837,rumor apple open temporary store downtown austin sxsw ipad launch link rgv,1,sxsw rgv,0.5,0.0
4574,new ubersocial iphone app store include uberguide sxsw sponsor mashable link,1,ubersocial iphone sxsw mashable,0.45454545454545453,0.13636363636363635
3400,sxsw math flight leave clock go ahead iphone alarm go time miss flight,0,sxsw,0.0,0.0
4464,go sxsw today share photos video irepo link cnn iphone app,2,sxsw cnn,0.0,0.0
7192,guy like presentation mention sxsw wanna try filmaster iphone,2,sxsw,0.0,0.0
5012,latest moose tracker apple create pop store downtown austin showcase new ipad link sxsw,1,sxsw,0.6772727272727272,0.3181818181818182
4916,millions iphone case sxsw trade show double shuffleboard wax sprinklers think fail cc mention,1,sxsw fail,0.14999999999999997,-0.25
4807,wait control speed vibrator via iphone sxsw awkward monetize heh,1,sxsw awkward,1.0,-0.6
2480,interest see google show unveil circle sxsw,1,circles sxsw,0.0,0.0
7994,great presentation touch stories design digital magazines ipad link sxsw,2,sxsw,0.375,0.4
7749,mention head link pm cst today win vip access acoustic solo set sxsw tonight,1,sxsw,0.4,0.8
1942,google challenge facebook surprise announcement sxsw weekend mention inside scoop link,1,sxsw,0.0,0.0
4865,excite meet mention sxsw show sprint galaxy still run android fail,0,sxsw fail,0.29999999999999993,-0.5
7391,tech apple head sxsw set temporary store austin link technology,1,tech apple sxsw technology,0.0,0.0
3792,registration android market approve lmndst sxsw staupbus,2,lmndst sxsw startupbus,0.0,0.0
748,sxsw jon kolko coffee venture accelerator link look critically apple influence edu,1,sxsw,0.8,0.0
2513,band need sx podcast link sxsw,1,sxsw,0.0,0.0
2809,help decide panel go next future social photography google doodle burn man pac man beyond sxsw,1,sxsw,0.06388888888888888,0.011111111111111112
5904,mention google launch major new social network call circle possibly today mention sxsw sxswi link via mention,1,sxsw sxswi,0.5053030303030304,0.05804924242424242
5779,mention give add value location base service need battle check fatigue google pnid sxsw,1,google pnid sxsw,1.0,-0.8
3340,think google lose way care much business instead users tim reilly sxsw pnid,0,google sxsw pnid,0.2,0.2
1400,do amp do mention behind email give line iphone compose reply sxsw protip,1,sxsw protip in,0.7,-0.4
734,sxsw join us drink tonight pm fado irish pub th link love meet,1,sxsw,0.3,0.25
3553,mean percentage ios vs android vs blackberry etc sxsw mention,1,sxsw,0.6875,-0.3125
5419,mention apple pop store sxsw link,1,sxsw,0.0,0.0
1379,google people work people rather people work agileagency sxsw,2,agileagency sxsw,0.0,0.0
8084,top must sxsw iphone apps link mobile,1,sxsw mobile,0.5,0.5
1247,apple set open popup shop core sxsw action lease downtown space festival link sxsw apple austin,1,sxsw apple austin,0.3,0.05
999,new post per rumor google may preview big social strategy theme costume pay sxsw yep link,1,sxsw,0.20707070707070707,0.05656565656565656
8000,great museum naive presentation google project funny cool sxsw,2,sxsw,0.85,0.275
3376,meet guy buy first ipad sxsw apple pop store link mention,1,sxsw,0.3333333333333333,0.25
2215,marissa mayer rechristening augment reality quot contextual discovery sxsw sxswi google tcs dw,1,sxsw sxswi google tcs dw,0.0,0.0
4728,mayer open question brave girl quot google quot actual least accessible sxsw,1,sxsw,0.475,0.175
7368,need upgrade iphone asap take pics without flash blow gs ehteam sxsw,1,ehteam sxsw,0.0,0.0
3035,apple take bruise panelists well regard sustainability space corporate sustainability repoing transparency sxsw,0,sxsw,0.0,0.0
450,web devs wait line ipad sxsw signup new relic use promo sxsw eligible win one link,1,sxsw,0.42727272727272725,0.4681818181818182
8082,past minutes ipad literally bump mention street think buy lottery ticket sxsw,2,sxsw,0.25,-0.25
3439,amaze amount app update ipad today kick sxsw,2,sxsw,0.0,0.0
6187,mention rumor apple open temporary store downtown austin sxsw ipad launch bite ly g mzb,1,sxsw,0.5,0.0
4926,many austin follow mention find googlers sxsw link,1,sxsw,0.5,0.5
3616,wonder mention release link friday sxsw staed order fly radar,1,sxsw,0.9,0.8
5466,mention apple set open popup shop core sxsw action link via mention sxsw,2,sxsw,0.3,0.05
9071,essentials sxsw mine pocket camera laptop ipad extra cord,2,sxsw,0.1,0.0
2988,ipad owner already punch android user sweet seriously excite session platform sxsw gsdm,1,platform sxsw gsdm,0.6583333333333333,0.008333333333333331
6674,mention someone sxsw need host race sms apps iphone pink slip probably something much cooler th,2,sxsw,0.25,0.05
7465,attend preso live simply tc sxswi sxsw felt bite guilty take note new ipad,0,tc sxswi sxsw ipad,0.577922077922078,-0.05681818181818182
2584,already tell bring ass pillow iphone backup charger sxsw numbassonfloor,2,sxsw numbassonfloor,0.0,0.0
5813,mention google circle toast convince facebook users sta account interface fb sxsw,0,sxsw,0.0,0.0
792,google launch major new social network call circle possibly today link via mention mention sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
5236,mention hashable rock mention sxsw new quot cloud quot business card iphone android,1,hashable sxsw iphone android,0.45454545454545453,0.13636363636363635
2319,ipad calendar frankeninterface design one interface metaphor use another tapwohy sxsw,0,tapworthy sxsw,0.0,0.0
2408,couple ipad paint exhibit sxsw austin detail gallery show open friday link,1,sxsw,0.5,0.0
7242,check q amp google amp bing website rank sxsw qagb raidsxsw,1,sxsw qagb raidsxsw,0.9,-0.8
4615,interest presentation build netflix iphone app sxsw link,2,netflix sxsw,0.0,0.0
8622,ok sxsw tweeps flight one freak go read book real one ipad kindle paper analog,1,sxsw analog,0.4,0.35
1269,futuremf trajan google destroy lt title gt tag websites seo open graph protocol add clean title tag instead sxsw,0,futuremf sxsw,0.4000000000000001,0.05555555555555556
7459,ios app approval disrupt continuous dev flow android prefer platform fine tune experiment sxsw groupchatapps,2,sxsw groupchatapps,0.5,0.4166666666666667
7179,true true mention google launch major new social network call circle possibly today link sxsw,1,sxsw,0.5535353535353535,0.1553661616161616
5416,mention apple autocorrect weird ogilvy autocorrects idiocy ogilvynotes sxsw,0,ogilvynotes sxsw,0.7,-0.4
420,four days ipad sxsw weekend battlela,2,ipad sxsw weekend battlela,0.0,0.0
7815,worry guy find iphone charger deal hipsters beard right sxsw,1,sxsw,0.5357142857142857,0.2857142857142857
1205,excellent tip mention go sxsw new iphone guide austin mention free march hard beat free lp,2,sxsw austin lp,0.7192424242424243,0.3289393939393939
5816,mention google deny rumor launch circle sxsw link facebook google sxsw,1,facebook google sxsw,0.0,0.0
8864,sxsw crowd austin swarm ipad launch link via mention sadly one,2,sxsw,1.0,-0.5
555,golden ticket f sq pay day real pay redbullbpm felix da housecat play ipad sxsw link,2,redbullbpm sxsw,0.4,0.25
2523,ipad design panel hilton salon j fill quickly surprise tapwohy sxsw,1,tapworthy sxsw,0.5,0.3333333333333333
5402,mention anyone mention mention show iphone charger need tweet joke beard text ppl make jealous sxsw,1,sxsw,0.0,0.0
5646,mention could game improve ecodriving habit mention million miles day drive google map navigation assist quot sxsw,2,sxsw,0.4,-0.4
8968,tapwohy win tigerblood tenets ipad design sxsw,2,tapworthy winning tigerblood sxsw,0.4,0.8
513,save ipad photo apple store sxsw link mention mention mention mention jerranalley tbalinas,1,sxsw,0.0,0.0
5811,mention google circle might launch today sxsw new social network link,1,sxsw,0.2606060606060606,0.08484848484848484
5982,mention hear google may launch social network event tonight sxsw,1,sxsw,0.06666666666666667,0.03333333333333333
7839,sxsw absolutely hysterical watch people take photos w ipad,3,sxsw,1.0,-1.0
1256,listen developer netflix app iphone talk mistake make ap interest stuff sxsw,1,sxsw,0.0,0.0
6937,mention google circle take facebook link circle sxsw,1,circles sxsw,0.0,0.0
3395,link ohh marrisa people hat huh google sxsw,1,google sxsw,0.0,0.0
1926,apple take old ipads teach america user get tax write buy new ipad kinda cool sxsw,2,sxsw,0.4348484848484849,0.19545454545454544
4135,spark select finalist team android choice award austin please come amp suppo link sxsw,2,sxsw,0.0,0.0
7438,folks powerpad give free dual contraption charge iphone fouitous phone nearly dead sxsw ignitesxsw,1,sxsw ignitesxsw,0.6000000000000001,0.1
1348,bring laptop ipad mention go paicipate today link sxsw,1,sxsw,0.0,0.0
3338,rumor google launch new social network call circle today sxswi sxsw link,1,circles sxswi sxsw,0.2606060606060606,0.08484848484848484
8325,damm sma mention mention apple open temp store austin sxsw link via mention ipad,2,sxsw ipad,0.5,0.0
337,first day sxsw fun final presentation google doodle googledoodle sxsw,2,googledoodle sxsw,0.5111111111111111,0.18333333333333335
2223,marissa mayer google connect digital amp physical worlds mobile link sxsw,1,google digital mobile sxsw,0.07142857142857142,0.0
1324,company embrace nfc isis verizon amp tmobile verifone include new payment systems apple ios sxsw mcommerce,1,sxsw mcommerce,0.45454545454545453,0.13636363636363635
344,laugh ipad spend week haul macbook everywhere really want ipad shoulder rub sxsw,2,sxsw,0.15000000000000002,0.25
661,launch imminent apparently google circle probably sxsw even,1,sxsw,0.35,0.05
5164,mention quot mention apple classiest fascist company america really elegant quot sxsw rji,0,apple sxsw rji,1.0,0.5
5412,mention apple sxsw pop store ipads gb wifi gb wifi amp wifi g,2,sxsw,0.0,0.0
5698,mention engage sxsw filter mention iphone ipod twitter app youkidshavefun,1,sxsw youkidshavefun,0.0,0.0
687,remain ipad stock sxsw apple store come get one link,2,sxsw,0.0,0.0
3101,everybody r sxsw grounlink dwnld groundlink app amp ride limo austin link see us booth,1,sxsw groundlink,0.0,0.0
2140,hop easier get ipad today since target audience busy sxsw awesometiming,2,sxsw awesometiming,0.3,0.1
2935,wish mention amp mention would make whispergram hollergram iphone size screen sxsw,1,sxsw,0.0,0.0
2685,btw live tweet come marissa mayer presentation sxsw mayer vp consumer products mention jr,1,sxsw,0.5,0.13636363636363635
4427,please hear people talk ipad preferrably sxsw hashtags really deficit life,0,sxsw,0.2,0.2
8868,sxsw crowd swarm ipad launch link via mention,2,sxsw,0.0,0.0
7432,link repo apple open pop store sxsw,1,sxsw,0.5,0.0
537,try get google retro pay maggie mae line huge hope woh wait sxsw sxsw,1,google sxsw sxsw,0.9,0.4000000000000001
2860,google see search engine organizer information give path innovate new products savebrands sxsw,1,google savebrands sxsw,0.45454545454545453,0.13636363636363635
705,forget iphone sxsw android knife gun fight,3,sxsw,0.0,0.0
4514,man panhandle ipad sxsw world come lt seriously gt link mention mention mention,1,sxsw,0.6666666666666666,-0.3333333333333333
772,google launch major new social network call circle possibly today link circle sxsw,1,circles sxsw,0.5053030303030304,0.05804924242424242
2053,watch apple staff temp sxsw store high five entire long line facepalmed ugh,1,apple sxsw,0.5216666666666666,0.03666666666666667
5509,mention sxsw apple school market expes cnet link,1,sxsw,0.0,0.0
5971,mention head mention pvhouse first snackers tweet us amp find one popchicks win iphone case sxsw,1,pvhouse win sxsw,0.3666666666666667,0.525
7490,google map million users mobile sxsw via mention,1,sxsw,0.0,0.0
1512,omarg rumor apple open temporary store downtown austin sxsw ipad launch link,1,sxsw,0.5,0.0
2367,official present filmaster iphone contest world best mobile apps sxsw link,2,filmaster iphone sxsw,0.15,0.5
8135,apple sxsw pop store ipads gb wifi gb wifi amp wifi g,2,sxsw,0.0,0.0
1809,k quot high quality pdf quot ipad app good investment small mags say chris tomlinson formerly texas obs ap sxsw,2,sxsw,0.385,0.1525
2051,sxsw apple school market expes link via mention sxsw apple market,2,sxsw apple marketing,0.0,0.0
825,google launch social network today mention sxsw update status share videos amp photos circle friends link,1,sxsw,0.06666666666666667,0.03333333333333333
4665,apple open pop store austin sxsw link sxsw,1,sxsw,0.5,0.0
5933,mention google marissa mayer quot mobile phone cursor connect physical digital worlds quot sxsw,1,sxsw,0.07142857142857142,0.0
3201,cab ride hell get apple store mall sell get dinner figure get back hotel sxsw,0,sxsw,0.0,0.0
3037,apple like pay apple like barry diller sxsw,0,sxsw,0.0,0.0
3232,announce sxsw quotables crowd curated fee hottest quote sxsw sign win ipad link ipad,1,sxsw ipad,0.4,0.8
2063,new ipad apps speech therapy communication showcased sxsw conference link sxswi sxsh sxswh hcsm slp,1,sxsw sxswi sxsh sxswh hcsm slp,0.45454545454545453,0.13636363636363635
3988,first book purchase new ipad mention quot thank economy quot wait crushit afternoon sxsw tye,2,crushit sxsw tye,0.3939393939393939,0.19318181818181818
5969,mention head link pm cst today win vip access acoustic solo set sxsw tonight nokiaconnects,1,sxsw nokiaconnects,0.4,0.8
2117,get flask amp ipad yes sit th st wait aicn screen sxsw prepare iloveasurprise link,2,sxsw prepared iloveasurprise,0.0,0.0
1138,quot interactive quot poion sxsw people sure interact much iphone istoned tweetaholic tech tweetanonymous addict,1,sxsw iphone istoned tweetaholic tech tweetanonymous addict,0.5444444444444444,0.35
3546,tomorrow go back apple store sigh sxsw,0,sxsw,0.0,0.0
8849,wait give ipad someone sxsw want head www pep job upc enter must present win,1,sxsw,0.2,0.4
3321,god sure hope content farm bing copy google serps sxsw qagb,1,sxsw qagb,0.8888888888888888,0.5
4215,woman lobby quot website call like stupid iphone speller ppl take pics funny autocorrected word quot sxsw,1,sxsw,1.0,-0.27499999999999997
8638,hi accidentally take ipad techi set pepsicostage would please return sxsw link,1,techi pepsicostage sxsw,0.0,0.0
7649,reason cisco network gear sxsw like work iphones know issue use cisco mostly iphone crow,1,sxsw,0.5,0.5
3566,think point ipad carry around sxsw,1,sxsw,0.0,0.0
5181,mention quot google map route around traffic save user years every day quot marissa mayer sxsw,2,sxsw,0.0,0.0
3947,meet jar android meetup sxsw big android fan link,2,sxsw,0.1,0.0
5076,mention cnnmoney sxsw compute device bigger ipad pass mobile space buzz link wssxsw,2,sxsw wssxsw,0.5,0.0
1176,course seo q amp w google bing panel pack yet put tiny room sxsw,1,sxsw,0.5,0.0
3342,spot google map street view car wonder able find map one day sxsw link,2,sxsw,0.625,0.5
67,attend mention ipad design headaches sxsw link,0,sxsw,0.0,0.0
2351,check smyle android web group chat share location media whiteboarding thank sxsw app,2,android sxsw app,0.0,0.0
4289,go game launch iphone scavenger hunt link via mention mention li fb sxsw,1,li fb sxsw,0.4,-0.4
3572,would sxsw ambassador since go everywhere iphone amp android list mobile,1,sxsw,0.0,0.0
8734,miss sxsw catch piece action street cam link sxswi stream ipad,1,sxsw sxswi ipad,0.1,0.1
2464,find new mapquest iphone app turn turn gps free time check get reacquaint mq sxsw,2,sxsw,0.6272727272727273,0.2681818181818182
3544,even know wtf sxsw till google lol,1,sxsw,0.85,0.15000000000000002
2651,anyone go sxsw first time free lonely planet austin guide iphone tinyurl com gjmypj,1,sxsw,0.611111111111111,0.18333333333333335
1885,win ipad sxsw via mention sxsw link,2,sxsw,0.4,0.8
5947,mention great meet haha hollergram link sxsw,1,hollergram sxsw,0.525,0.5
1872,ipad wohooo tnx apple popup shop sxsw,2,sxsw,0.0,0.0
6318,mention mindjet go sxsw celebrate give away ipad find enter link,2,sxsw,0.0,0.0
3643,open night sxsw ipad pop store link,1,sxsw,0.5,0.0
951,sxsw tip day turn iphone screen brightness way conservebatterylife peace mention,1,sxsw conservebatterylife peace,0.0,0.0
3210,fyi mention austin convention center today w mention fam show new iphone game sxsw,1,sxsw,0.3181818181818182,-0.12121212121212122
4625,interest tidbit apple design ipad case design actual device sxsw,2,sxsw,0.1,0.0
1091,impress far ipad slim form quot instant quot ness see try one yet sxsw sxswi,2,sxsw sxswi,0.8333333333333333,0.05
2404,could cool mention google launch major new social network call circle possibly today link sxsw,2,sxsw,0.5342424242424242,0.11643939393939393
1419,game plan free food pepsi convention center burner pay android pay luster pearl happen sxsw,1,sxsw,0.4333333333333334,-0.03333333333333333
5955,mention guy couch play white ipad mashbash pay around make statement dammit sxsw,1,sxsw,0.0,0.0
2605,hbd donate dime mention everyone come sxsw friendly reminder ipad friday amp bihday saturday,1,sxsw,0.5,0.375
8346,mint com talk mobile app development challenge tease new ipad app link via mention sxsw,1,sxsw,0.45454545454545453,0.13636363636363635
8296,guess crowd line ab ipad mashhash pay sxsw link,1,mashhash sxsw,0.0,0.0
6141,mention ipad rival stack link bnet biz ipad apple sxsw ipad tablet xoom tech laptop pics sale,1,bnet biz ipad apple sxsw ipad tablet xoom tech laptop pics sale,0.0,0.0
8129,sxsw aists categorize alphabetically easy access google spreadsheet link via link,1,sxsw,0.8333333333333334,0.43333333333333335
7142,detail ipad giveaway come tonight sxsw sxswi,1,sxsw sxswi,0.0,0.0
3203,two guy google doodle team talk fun make homepage pretty sxsw link,2,sxsw,0.6,0.275
7626,papasangre would grateful make audio game android please sxsw,1,papasangre sxsw,0.4,-0.4
6305,mention mayer make clear google go straight foursquare amp gowalla google hotpot sxsw,1,sxsw,0.39166666666666666,0.15000000000000002
7806,public service announcement mention grill amaze drink food free great company zazzle ipad case sxsw,1,sxsw,0.5388888888888889,0.4000000000000001
3942,creative process illustrate check book link sxsw,1,sxsw,1.0,0.5
7797,google pay sxsw mention gsd amp w others link,2,sxsw,0.0,0.0
630,wonder fit ipad luggage pack austin hmmm sxsw,1,sxsw,0.4,0.4
1606,austin mention witness homeless guy give detail ipad inventory info passerby austin popup store sxsw,1,sxsw,0.0,0.0
1298,dense una vuelta por socialfuel sxsw para ver la gran diferencia mention quot revolution clumsily translate google quot,0,socialfuel sxsw,0.4,-0.3
5673,mention miss google vp search marissa mayer last week listen interview link sxsw,1,sxsw,0.06666666666666667,0.0
1533,get load hoot hootsuite mobile sxsw update iphone blackberry amp android link,2,hootsuite sxsw,0.0,0.0
6912,mention get excite things show sxsw year include drag drop store management iphone,2,sxsw,0.07083333333333333,-0.1
5544,mention baon hollow free song download amp feature album mention mention feature mix link itunes sxsw,1,itunes sxsw,0.42500000000000004,0.15000000000000002
4811,convention center wait google marissa mayer take stage sxsw ae,1,sxsw,0.1,-0.1
8561,early purchase ipad awesome sweepstakes giveaway game sxsw detail come soon,2,ipad sxsw,0.5666666666666668,0.23333333333333336
5361,mention th congress scarborough bldg mention temporary apple store setup sxsw,1,sxsw,0.0,0.0
5653,mention danfung dennis demo immersive video rig ipad platform use hell amp back sxsw pay,1,sxsw,0.0,0.0
3796,hey mention roll tractor trailer full ipads sxsw bet would sell entire inventory justsaying,2,sxsw justsaying,0.5875,0.175
2592,google aclu pay tonight sxsw best thing ever apparently spazmatics franchise band rock,2,sxsw,0.32499999999999996,0.525
3615,k view mention apple security guy lock store sxsw link,1,sxsw,0.0,0.0
4797,quot mention register private beta win apple tv sxsw visit link detail quot,1,sxsw,0.3875,0.4
3951,google js implementation pac man game logic really cool see really neat original game code recreate js sxsw,2,sxsw,0.48,0.024999999999999977
8511,wow mention develop ipad app k newsapps sxsw,2,newsapps sxsw,1.0,0.1
283,sxsw apple school market expes link,2,sxsw,0.0,0.0
276,mention apple open temporary store downtown austin sxsw ipad launch link gswsxsw,2,sxsw gswsxsw,0.5,0.0
7049,google search local information mayer sxsw,1,google mayer sxsw,0.0,0.0
7704,confirm mention google launch major new social network call circle possibly today link sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
4266,first many sxsw quot mention google launch major new social network call circle possibly today link sxsw quot,1,sxsw sxsw quot,0.47575757575757577,0.16369949494949496
7784,sweet mention bday pressie iphone mention get match one fit hipsters sxsw wkd,2,sxsw,0.525,0.375
7812,best hungry sxsw tip mekong river great vietnamese link th btw brazos amp san jacinto till pm via mention,1,sxsw,0.525,0.9
6874,mention include emotional thing ipad barrydiller sxsw pnid,2,barrydiller sxsw pnid,0.65,0.0
274,technews apple head sxsw set temporary store austin link tech news apple ipad rance wilemon sxsw tech,1,technews tech news apple ipad rance wilemon sxsw tech,0.0,0.0
3638,look space set meet sxsw stop ahaus check link,1,sxsw,0.0,0.0
8965,apparently apple corner live demo market easy look marissagoogle sxsw,1,apple marissagoogle sxsw,0.5611111111111111,0.20656565656565654
2829,show mention charge anywhere bar charge iphone whole table want buy one sxsw,2,sxsw,0.4,0.2
644,last year travel heavy year light get right next year leave ipad home sxsw,1,sxsw,0.36047619047619045,0.09714285714285714
6044,mention huzzah mention quot google tweet quot new quot think speak quot mark belinsky tweet panel sxsw umassjour,2,tweets sxsw umassjour,0.45454545454545453,0.13636363636363635
1356,mint com confine cod iphone app luxury worry learn diff phone versions sxsw gsdm sxswmobileapps,2,sxsw gsdm sxswmobileapps,0.0,0.0
6996,mention zazzle officially sxsw come mention grille mention us zazzlsxsw get make iphone case,2,sxsw zazzlsxsw,0.0,0.0
9069,sure many eat drunkwalrus check quot gourdoughs quot sxsw google em,1,drunkwalrus sxsw,0.6944444444444444,0.5
2212,marissa mayer google speak sxsw mobile phone usage google map surpass online use past couple months,2,sxsw,0.25,-0.25
1817,quot full service web app mac quot assume something like iphone app internet explorer sxsw,1,sxsw,0.55,0.35
4743,sxsw mint talk mobile app development challenge tease new ipad app link,1,sxsw,0.45454545454545453,0.13636363636363635
8842,know band see sxsw festival explorer austin edition help decide link,1,sxsw,0.0,0.0
3868,ipad available online order go get urs sxsw,2,sxsw,0.4,0.4
521,want free music free sxsw sampler album itunes download link open itunes link,1,music sxsw itunes,0.7000000000000001,0.26666666666666666
5410,mention apparently google quot ad preferences quot see google think like seenocreepy sxsw pnid,0,seenocreepy sxsw pnid,0.35,0.05
5746,mention free itunes album sxsw feature aists grab miss link,2,sxsw,0.8,0.4
1475,begin happy friday everyone sxsw staing spring break ipad release today pre order mention music link,1,sxsw,1.0,0.8
1507,wow dedication mention well first line hours go ipad apple sxsw sleepy,2,ipad apple sxsw sleepy,0.6666666666666666,0.175
3889,iphone crisis sxsw phone stick silver logo screen last minutes help,0,sxsw,0.06666666666666667,0.0
6201,mention tip mention iphone users turn screen brightness way conserve battery power huge difference sxsw,1,sxsw,0.9,0.4000000000000001
8524,sxsw protip iphone keep say internet connection good signal turn g edge work perfectly,1,sxsw,0.8,0.85
5119,mention mention cool mean watch ustream skyfire browser iphone safari work fun sxsw,2,sxsw,0.5125,0.11249999999999999
3200,learn google afternoon woot sxsw link,2,sxsw,0.0,0.0
1215,way sxsw forget ipad mention cleveland hopkins airpo w others link,2,sxsw ,0.0,0.0
1173,one sxsw blackberry dell amp ipad feel like dork mention geek conference make sense,1,sxsw,0.0,0.0
8069,google spreadsheet pay sxsw year link,1,sxsw,0.0,0.0
7886,google come social network sxsw mean work something though technews,1,google sxsw technews,0.3770833333333333,-0.13958333333333334
2858,hard keep sxsw back channel use twitter need priority ales feature ala google box,1,sxsw,0.2708333333333333,-0.14583333333333334
2444,unexpected bonus wake make sxsw flight order ipad right release,2,sxsw,0.7678571428571428,0.19285714285714284
3579,go sxsw let meet use mention yet android phone show work,0,sxsw,0.0,0.0
8376,sxsw want get right dokobots really ingenious iphone game,2,sxsw dokobots iphone,0.6452380952380952,0.12857142857142856
1725,enjoy sxsw radio station link iphone use link link amp plug sound system,2,sxsw,0.45,0.4
8281,time time restock business card charge ipad cell phone camera set alarm amp sleep day sxsw overload,1,sxsw,0.0,0.0
8257,mention joke sxsw keynote try hard kind flat android spitzer etc,1,sxsw,0.5222222222222223,0.09444444444444443
256,google announce social network quot circle quot via sxsw tweet interest myopia cause buzz joke interest,1,sxsw,0.06666666666666667,0.03333333333333333
2677,future network data google may win long term sxsw web saatchiny,0,sxsw web saatchiny,0.30833333333333335,0.25
1657,amp mention quick encourage seo practitioners avoid dwell page rank focus content sxsw,1,sxsw,0.7,-0.23333333333333336
1449,know mention apple set open popup shop core sxsw action link via mention sxsw,1,sxsw,0.3,0.05
8917,sxsw iphone use free ispya app send photos aallaround mention link,1,sxsw artallaround,0.8,0.4
5237,mention ipad design tip look like physical object ppl interact like one quot sxsw tapwohy gsdm,2,ipad sxsw tapworthy gsdm,0.14285714285714285,0.0
1919,make spot tonight link sxsw flashmob kickball thstreet,1,sxsw flashmob kickball thstreet,0.0,0.0
711,mention compete mention circle socialflow board resonant topic sxsw link,1,sxsw,0.0,0.0
8210,wait anymore quot google launch major new social network call circle quot via mention link google circle sxsw,2,google circles sxsw,0.34040404040404043,0.0773989898989899
3414,nuanced share gt mention google launch major new social network call circle possibly today link sxsw,1,sxsw,0.5053030303030304,0.05804924242424242
4959,q google hulu barry diller quot know end good intentions tremendous conflict quot sxsw,1,sxsw,0.8,0.5166666666666666
4403,mention mention google place mention one check need check aggregator sxsw sxswedu,1,sxsw sxswedu,0.0,0.0
1850,marissa sxsw wear missoni top,1,sxsw,0.5,0.5
5186,mention quot affirmative action women product team google literally make product better quot sxsw nptech,2,sxsw nptech,0.5,0.39999999999999997
4599,backpack sxsw today see kind conversations google cr bring,1,sxsw,0.9,0.6
8221,gift ceificate apple nonprofit meetup hooray nonprofits apple sxsw ipad time,2,sxsw ipad time,0.0,0.0
9081,google say repos launch circle social network sxsw incorrect link launch today rate,1,sxsw,0.06666666666666667,0.03333333333333333
1139,pics apple ipad line sxsw fb link link,1,apple ipad sxsw fb,0.0,0.0
8170,crazy mention woah dude sxsw get brand tattoo exchange ipad really link mention,1,sxsw,0.55,-0.19999999999999998
5530,mention audioboo front apple ipad queue link sxsw sxswsa apple ipad austin texas,1,sxsw sxswsa apple ipad austin texas,0.0,0.0
3664,marissa miller google make shout khan academy great things education fmsignal sxsw cc mention,2,fmsignal sxsw,0.75,0.8
1656,amp mention wear day sxsw mention iphone iosdevices link,1,sxsw iphone iosdevices,0.0,0.0
2787,aapl already big winner sxsw link,1,aapl sxsw in,0.1,0.0
78,ipad mention droid amp mac mention agnerd confession use laptop ipad amp blackberry follow sxsw,1,agnerd sxsw,0.0,0.0
1462,love mention mention rumor apple open temporary store dt atx sxsw amp ipad launch,2,sxsw,0.55,0.25
6274,mention look like fun session sxsw quot mistake make build nextflix iphone quot link,2,sxsw,0.2,0.3
6114,mention race around sxsw best fuel great local fare eatshopaustinapp link,1,sxsw eatshopaustinapp,0.35000000000000003,0.6
3324,good thing mobile apple store sxsw,1,sxsw,0.6000000000000001,0.7
5199,mention quot transparency choice control define google products quot mayer thereby define google brand value sxsw,2,sxsw,0.0,0.0
985,hey sxsw new ipad app dexteria available link like us facebook link,2,sxsw,0.42727272727272725,0.2681818181818182
271,surprise apple open pop store austin nerds town sxsw get new ipads link cnet,2,sxsw cnet,0.4772727272727273,0.06818181818181818
4938,google dev event surround people much smaer rock sxsw,1,sxsw,0.2,0.2
8485,sxsw austin apple store security guard enjoy new ipad,1,sxsw,0.4772727272727273,0.2681818181818182
3377,meet guy buy first ipad sxsw apple pop store techcrunch link sxsw,1,sxsw,0.3333333333333333,0.25
1604,woo hoo mention finally back iphone link sxsw il,2,sxsw il,0.0,0.0
1212,go sxsw doesnt matter place give away apple products link,1,sxsw apple,0.0,0.0
8496,apple set temporary store sxsw sell ipad crazy brilliant convenient link apple news sxswi,3,sxsw ipad apple news sxswi,0.95,0.15000000000000002
5866,mention google launch social network sxsw today,1,sxsw,0.06666666666666667,0.03333333333333333
6292,mention marissa mayer google connect digital amp physical worlds mobile link sxsw,2,sxsw,0.07142857142857142,0.0
7480,google map useful get better sxsw,2,sxsw,0.25,0.4
2634,better live cloud compute sxsw session john wiley google bettercloud,1,sxsw bettercloud,0.5,0.3181818181818182
3074,yet another line austin apple store ipad go well around block sxsw,1,sxsw,0.0,0.0
8309,tweet send popup apple store th congress sxsw austin,1,sxsw,0.0,0.0
9065,soooo think apple mobile store ipad sales sxsw friday mention mention mention mention,1,sxsw,0.0,0.0
4154,mean slice bread great google bread go revolutionary sxsw,2,sxsw,0.71875,0.24375000000000002
6389,mention novelty ipad news apps fade fast among sxsw delegate mention link,0,sxsw,0.6,0.2
3129,novelty ipad news apps fade fast among digital delegate aron pilhofer nyt amp khoi vinh link media sxsw,0,ipad apps media sxsw,0.3,0.1
4984,team android pay lustre pearl nice among people sxsw,2,sxsw,1.0,0.6
8830,hey sxsw peep go hang w burners link burn b q pan american park pm link cc mention,1,sxsw,0.0,0.0
