tweet_id,tweet,sentiment,hashtags,subjectivity,polarity,negative,positive,neutral,compound,pos
1808,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.75,0.8,0.0,0.724,0.276,0.9403,"[0.         0.         0.         0.         0.         0.26717193
 0.         0.         0.         0.94519442 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.18768771 0.         0.         0.         0.        ]"
1277,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.625,0.5,0.0,0.417,0.583,0.8225,"[0.         0.         0.         0.         0.26049012 0.44358721
 0.         0.         0.         0.39232803 0.         0.19472191
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.66815488 0.         0.
 0.         0.31161906 0.         0.         0.         0.        ]"
4551,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.21428571428571427,-0.07142857142857142,0.091,0.0,0.909,-0.1027,"[0.         0.35864686 0.44505794 0.         0.         0.10313974
 0.         0.         0.         0.54732795 0.         0.36220283
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.2071395  0.         0.
 0.         0.43473269 0.         0.         0.         0.        ]"
740,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.43333333333333335,0.05,0.0,0.0,1.0,0.0,"[0.         0.43659926 0.         0.         0.         0.25111462
 0.         0.         0.         0.77733885 0.         0.22046406
 0.         0.         0.2496855  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17640748 0.         0.         0.         0.        ]"
4187,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.6772727272727272,0.4681818181818182,0.097,0.208,0.694,0.3818,"[0.         0.         0.         0.         0.         0.24544784
 0.         0.         0.         0.86833945 0.         0.43097791
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7213,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.125,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.13237097
 0.         0.         0.         0.93659767 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.26584569 0.         0.
 0.         0.18598065 0.         0.         0.         0.        ]"
1193,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.1877766
 0.         0.         0.         0.49823365 0.         0.65942782
 0.         0.         0.37341589 0.         0.         0.
 0.         0.         0.         0.37711894 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4696,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.23870985
 0.         0.         0.         0.84450195 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.47941013 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2209,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.43440251 0.         0.         0.29344288 0.24985114
 0.         0.         0.         0.66293801 0.         0.43870959
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17551989 0.         0.         0.         0.        ]"
54,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.07142857142857142,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.70985806
 0.         0.         0.         0.62782968 0.         0.24928566
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.1994695  0.         0.         0.         0.        ]"
2054,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.70736946 0.         0.         0.         0.20342547
 0.         0.         0.         0.53975528 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.40854715 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7107,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.18,0.0,0.82,-0.296,"[0.         0.         0.         0.         0.         0.26051392
 0.         0.         0.46190987 0.80643486 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.26160003 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
31,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17450708
 0.         0.         0.61882715 0.30868346 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.70093848 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8621,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.167,0.0,0.833,-0.296,"[0.         0.         0.         0.         0.         0.23970448
 0.         0.         0.         0.84802073 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.44164099 0.16839188 0.         0.         0.         0.        ]"
2964,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.1,0.0,0.0,0.35,0.65,0.5106,"[0.         0.         0.         0.         0.         0.13116918
 0.         0.         0.         0.58005894 0.         0.
 0.         0.         0.78253606 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.18429213 0.         0.         0.         0.        ]"
3561,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.32727272727272727,0.16818181818181818,0.0,0.15,0.85,0.1513,"[0.         0.         0.         0.         0.         0.13615916
 0.         0.         0.         0.24085029 0.         0.71723901
 0.         0.         0.27076852 0.         0.         0.
 0.         0.         0.         0.5469073  0.         0.
 0.         0.19130303 0.         0.         0.         0.        ]"
5506,[0.49998636 0.         0.         ... 0.         0.         0.        ],1,[0. 0. 0. ... 0. 0. 0.],0.8,0.4,0.0,0.231,0.769,0.5106,"[0.         0.         0.         0.         0.29673097 0.25265078
 0.         0.         0.         0.89382182 0.         0.22181271
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
365,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3333333333333333,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.40752444
 0.         0.         0.         0.54064879 0.         0.35778279
 0.         0.         0.40520516 0.         0.         0.
 0.         0.         0.         0.40922346 0.         0.
 0.         0.28628504 0.         0.         0.         0.        ]"
1443,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.55,0.0,0.172,0.828,0.4404,"[0.         0.         0.         0.         0.257929   0.32941941
 0.         0.         0.         0.87405904 0.         0.19280741
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.15427762 0.         0.         0.         0.        ]"
6566,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.2,0.8,0.4588,"[0.         0.         0.         0.         0.         0.39600986
 0.         0.         0.         0.70049706 0.         0.46356488
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.3709281  0.         0.         0.         0.        ]"
4423,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5053030303030304,0.05804924242424242,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.47143056
 0.         0.         0.         0.83390783 0.         0.
 0.         0.         0.2343738  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16558948 0.         0.         0.         0.        ]"
2786,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.65,0.35,0.12,0.197,0.684,0.2263,"[0.         0.         0.         0.         0.         0.30420403
 0.         0.         0.         0.40357713 0.         0.53414696
 0.         0.         0.60494554 0.         0.         0.
 0.         0.         0.         0.3054723  0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4417,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.2,-0.05,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.11100012
 0.         0.         0.         0.78538712 0.         0.38980666
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.46786409 0.         0.         0.         0.        ]"
7464,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.20449452
 0.         0.         0.         0.90431974 0.         0.
 0.         0.         0.20333072 0.         0.         0.
 0.         0.         0.         0.         0.31471324 0.
 0.         0.         0.         0.         0.         0.        ]"
7980,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5272727272727272,0.3181818181818182,0.0,0.398,0.602,0.765,"[0.         0.         0.         0.         0.         0.25389492
 0.         0.         0.         0.89822332 0.         0.
 0.         0.         0.25244997 0.         0.         0.
 0.         0.         0.         0.25495344 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2561,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.124,0.876,0.1779,"[0.         0.         0.         0.         0.         0.217961
 0.         0.         0.         0.96387144 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.15311713 0.         0.         0.         0.        ]"
6922,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.16339292
 0.         0.         0.         0.72255942 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.63127642
 0.         0.22956635 0.         0.         0.         0.        ]"
4360,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.2606060606060606,0.08484848484848484,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.2947488
 0.         0.         0.69681438 0.5213776  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.39463687 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6485,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.4533757
 0.         0.         0.         0.88216789 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.12739818 0.         0.         0.         0.        ]"
7478,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.9,0.4000000000000001,0.0,0.247,0.753,0.3182,"[0.         0.         0.         0.         0.         0.15945533
 0.         0.         0.         0.98720514 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6773,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.204,0.796,0.3182,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.98477741 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.1738202  0.         0.         0.         0.        ]"
4368,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.65,0.5,0.0,0.189,0.811,0.4215,"[0.         0.         0.         0.         0.         0.32122029
 0.         0.         0.         0.9470045  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7349,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.24444444444444446,-0.05000000000000001,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.16406962
 0.         0.         0.         0.8706623  0.         0.
 0.         0.         0.32627175 0.         0.         0.
 0.         0.         0.         0.32950729 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3742,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5070707070707071,0.05656565656565656,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.60617159
 0.         0.         0.         0.670156   0.         0.
 0.         0.         0.30136089 0.         0.         0.
 0.         0.         0.         0.3043494  0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3610,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.35,-0.1,0.0,0.512,0.488,0.6486,"[0.         0.         0.         0.         0.         0.36898034
 0.         0.         0.         0.48951365 0.         0.64788662
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.37051867 0.         0.
 0.         0.25920789 0.         0.         0.         0.        ]"
4301,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.4166666666666667,0.15,0.0,0.187,0.813,0.3182,"[0.         0.         0.         0.         0.         0.24317702
 0.         0.         0.         0.86030579 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.44803893 0.         0.         0.         0.         0.        ]"
1499,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.72247612 0.         0.         0.         0.
 0.         0.         0.         0.55128235 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.41727213 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
5526,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.93991541 0.         0.26657302
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.21330223 0.         0.         0.         0.        ]"
8623,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3,1.0,0.0,0.378,0.622,0.8074,"[0.         0.         0.         0.         0.         0.10505841
 0.         0.42387589 0.         0.83626448 0.         0.
 0.         0.         0.20892102 0.         0.         0.
 0.         0.         0.         0.21099282 0.         0.
 0.         0.14760661 0.         0.         0.         0.        ]"
6639,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3833333333333333,0.10000000000000002,0.0,0.474,0.526,0.7906,"[0.         0.         0.         0.         0.         0.21730552
 0.         0.         0.         0.67268095 0.         0.19078163
 0.         0.47616201 0.21606881 0.         0.         0.
 0.         0.         0.         0.436423   0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3084,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.45,0.05,0.0,0.122,0.878,0.2023,"[0.         0.         0.         0.         0.         0.44053328
 0.         0.         0.         0.87666076 0.         0.19338132
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7709,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.65,0.35,0.0,0.173,0.827,0.3182,"[0.         0.         0.         0.         0.         0.27890889
 0.         0.         0.         0.8633775  0.         0.24486581
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.2800717  0.         0.
 0.         0.1959329  0.         0.         0.         0.        ]"
5674,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.1,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.08914438
 0.         0.         0.31611878 0.86727533 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17903208 0.         0.
 0.32848625 0.         0.         0.         0.         0.        ]"
6124,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.6,0.2,0.138,0.0,0.862,-0.1531,"[0.         0.         0.         0.         0.         0.12647968
 0.         0.         0.         0.89491348 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.38929969 0.
 0.         0.1777034  0.         0.         0.         0.        ]"
3909,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.75,0.5,0.287,0.265,0.448,-0.128,"[0.         0.         0.         0.         0.         0.
 0.416315   0.         0.         0.87312329 0.         0.
 0.         0.         0.17846945 0.         0.         0.
 0.         0.         0.         0.18023928 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
700,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.272,0.243,0.485,-0.0772,"[0.         0.         0.         0.         0.40476015 0.
 0.         0.         0.         0.91442289 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1112,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.16469318
 0.         0.         0.         0.87397132 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.45722017 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8848,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5745920745920746,0.28648018648018647,0.242,0.191,0.567,0.0,"[0.         0.         0.         0.         0.         0.29664128
 0.         0.         0.         0.1749084  0.         0.69449019
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.30435025 0.
 0.3643624  0.41677973 0.         0.         0.         0.        ]"
5501,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.14487236
 0.         0.         0.         0.76878889 0.         0.25437903
 0.         0.         0.28809574 0.         0.         0.
 0.         0.         0.         0.         0.44591168 0.
 0.         0.20354504 0.         0.         0.         0.        ]"
1682,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.13636363636363635,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17921638
 0.         0.         0.         0.95104108 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.25179824 0.         0.         0.         0.        ]"
4994,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.143,0.857,0.3612,"[0.         0.         0.         0.         0.20830349 0.26603916
 0.         0.         0.         0.94118692 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6767,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.125,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.33250827 0.14155663
 0.         0.         0.         0.87639236 0.         0.24855701
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.19888646 0.         0.         0.         0.        ]"
2517,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.65,0.35,0.0,0.133,0.867,0.3182,"[0.         0.62277134 0.         0.         0.         0.08954836
 0.         0.         0.         0.55440354 0.         0.15723652
 0.         0.         0.35615491 0.         0.         0.
 0.         0.         0.         0.3596868  0.         0.
 0.         0.12581506 0.         0.         0.         0.        ]"
7401,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.2401884
 0.         0.         0.         0.95594932 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16873183 0.         0.         0.         0.        ]"
5064,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.4375,0.4,0.0,0.255,0.745,0.6249,"[0.         0.         0.         0.         0.         0.33162762
 0.         0.         0.         0.87991814 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.34024579 0.
 0.         0.         0.         0.         0.         0.        ]"
3655,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.29999999999999993,-0.5,0.212,0.0,0.788,-0.5423,"[0.         0.37958182 0.         0.         0.         0.21832045
 0.         0.         0.         0.77236882 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.46010894 0.         0.         0.         0.        ]"
2807,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.25953575 0.33147152
 0.         0.         0.         0.87950395 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.22190231 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2559,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.7104166666666667,0.060416666666666646,0.0,0.248,0.752,0.5106,"[0.67309416 0.         0.         0.         0.         0.24245216
 0.         0.         0.         0.64330604 0.         0.21285891
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17032212 0.         0.         0.         0.        ]"
6448,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.6,-0.4,0.312,0.0,0.688,-0.7783,"[0.         0.         0.         0.         0.         0.29121068
 0.         0.         0.34422496 0.77267858 0.         0.17044404
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.3898997  0.         0.
 0.         0.13638325 0.         0.         0.         0.        ]"
6227,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.225,0.775,0.4939,"[0.         0.         0.         0.         0.         0.27392379
 0.         0.         0.         0.84794584 0.         0.24048918
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.38486174 0.         0.         0.         0.        ]"
5893,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5053030303030304,0.05804924242424242,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.47143056
 0.         0.         0.         0.83390783 0.         0.
 0.         0.         0.2343738  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16558948 0.         0.         0.         0.        ]"
4107,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.2606060606060606,0.08484848484848484,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.37767427
 0.         0.         0.         0.89075128 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25283256 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
628,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17095186
 0.         0.         0.         0.90718403 0.         0.30017161
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.24018662 0.         0.         0.         0.        ]"
5913,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5070707070707071,0.05656565656565656,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.51528926
 0.         0.         0.         0.79755283 0.         0.
 0.         0.         0.25617834 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.1809948  0.         0.         0.         0.        ]"
6210,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.5,0.083,0.153,0.764,0.25,"[0.         0.         0.         0.         0.         0.24509315
 0.         0.         0.         0.65031347 0.         0.21517755
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.45156928 0.51653223 0.         0.         0.         0.        ]"
8943,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],1.0,0.5,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17921638
 0.         0.         0.         0.95104108 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.25179824 0.         0.         0.         0.        ]"
4790,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.45454545454545453,0.13636363636363635,0.0,0.221,0.779,0.5267,"[0.         0.         0.         0.         0.         0.53867542
 0.         0.         0.         0.71464234 0.         0.23646287
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.37841832 0.         0.         0.         0.        ]"
3413,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.8,0.4,0.0,0.471,0.529,0.7906,"[0.         0.         0.         0.         0.32061875 0.27298996
 0.         0.         0.         0.72433297 0.         0.23966933
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.19177486 0.45144531 0.         0.         0.        ]"
9018,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.22499999999999998,0.12857142857142856,0.0,0.336,0.664,0.796,"[0.         0.         0.         0.         0.         0.51491655
 0.         0.         0.         0.81974671 0.         0.
 0.         0.         0.20479444 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.14469111 0.         0.         0.         0.        ]"
8981,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.098,0.902,0.0772,"[0.         0.         0.         0.         0.         0.10761983
 0.         0.         0.         0.95183711 0.         0.18896793
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.21613703 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3207,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.6071428571428571,0.01428571428571429,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.21093725
 0.         0.         0.37400689 0.83952981 0.         0.
 0.         0.         0.20973678 0.         0.         0.
 0.         0.         0.         0.21181668 0.         0.
 0.         0.14818297 0.         0.         0.         0.        ]"
353,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.10970497
 0.         0.         0.         0.6791953  0.         0.19262919
 0.         0.         0.         0.         0.         0.52510392
 0.         0.         0.         0.         0.         0.
 0.         0.46240504 0.         0.         0.         0.        ]"
6677,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.14864499
 0.         0.         0.         0.92027713 0.         0.
 0.         0.         0.29559806 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.20884557 0.         0.         0.         0.        ]"
5088,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.2333333333333333,0.26666666666666666,0.124,0.254,0.622,0.4019,"[0.         0.         0.         0.         0.22475509 0.19136711
 0.         0.         0.         0.93089415 0.         0.16800921
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.13443498 0.         0.         0.         0.        ]"
